ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Meta: slide_template,Meta: _wpb_vc_js_status,Meta: _wxr_import_user_slug,Meta: _groupbuy_price,Meta: _groupbuy_regular_price,Meta: _groupbuy_max_deals_per_user,Meta: _groupbuy_min_deals,Meta: _groupbuy_max_deals,Meta: _groupbuy_dates_from,Meta: _groupbuy_dates_to,Meta: _groupbuy_has_started
2600,variable,20,CREAMPP Vintage Style Print Head Scarf,1,0,visible,"Dyeing by hand, soft silk head fashion scraf.",,,,taxable,,1,10000,0,0,,,,,0,,6.52,8.47,,,,"http://spade.cool/wp-content/uploads/2017/11/帽子-2.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-2.png, http://spade.cool/wp-content/uploads/2017/11/帽子-5.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-13.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-14.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-18.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-25.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-27.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-32.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-39.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-41.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-43.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-44.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-48.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-52.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-58.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-60.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-63.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-66.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-68.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-69.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-72.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-75.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-78.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-81.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-89.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-89.jpg, http://spade.cool/wp-content/uploads/2017/11/帽子-97.jpg",,,,,,,,,0,pattern,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23",1,1,,,,,,,default,,,,,,,,,,
